ANOTADO,0,1,0
ANSIABA,3,3,0
ANSIADA,0,2,0
ANSIADO,0,1,0
ANSIOSA,2,0,0
ANSIOSO,0,1,0
ANTIGUA,2,8,8
ANTIGUO,3,17,4
ANTONIO,24,68,0
ANUNCIA,0,1,0
ANUNCIE,0,1,1
ANUNCIO,0,3,2
ANZUELO,4,1,0
APAGADA,0,1,0
APAGADO,0,1,0
APALEAR,1,0,0
APARECE,0,1,2
APAREJO,5,0,0
APARTAR,1,0,1
APEARSE,0,1,0
APENADO,0,0,1
APLACAR,0,1,0
APLAUDE,0,0,1
APODADO,1,0,0
APODERA,0,0,1
APODERE,0,0,1
APODERO,0,3,3
APOSTOL,0,2,0
APOYABA,0,1,0
APOYADA,0,1,0
APOYADO,2,0,1
APOYASE,0,0,1
APRECIA,0,1,1
APRENDA,0,0,1
APRENDI,0,0,2
APUESTA,0,0,1
APUESTO,0,1,2
APULEYO,0,0,1
APUNTAR,1,0,0
APURADA,0,1,0
APURADO,0,1,0
AQUELLA,72,121,38
AQUELLO,20,13,18
ARAÑAZO,0,1,0
ARBOLES,8,0,3
ARCADAS,0,1,1
ARCHIVO,0,6,0
ARCONES,1,0,0
ARDILLA,0,1,0
ARGOLLA,1,0,2
ARISTAS,1,0,0
ARMADAS,1,1,0
ARMADOS,0,1,0
ARMANDO,1,0,0
ARMARON,0,0,1
ARMARTE,0,0,1
ARMAZON,0,1,0
ARMONIA,1,1,0
ARQUERO,0,0,1
ARRAIGO,0,1,0
ARRANCA,0,1,0
ARRANCO,1,0,1
ARRAYAN,0,0,1
ARREABA,1,0,0
ARREGLA,1,0,0
ARREGLO,2,2,1
ARRIADO,1,0,0
ARRIBAR,0,0,1
ARRIERO,0,1,0
ARROBAS,2,0,0
ARROJAN,0,1,0
ARROJAR,0,3,1
ARROJEN,0,0,1
ARROJES,0,1,0
ARROYOS,0,0,1
ARRUGAS,0,4,1
ARTERIA,0,1,0
ARTISTA,2,4,5
ASALTAR,1,0,0
ASALTOS,1,0,3
ASCENSO,1,2,0
ASEGURA,0,5,1
ASEGURO,0,2,2
ASESINA,0,0,1
ASESINE,0,0,1
ASESINO,0,1,10
ASFIXIA,1,1,1
ASIDERO,1,0,0
ASIDUOS,1,1,0
ASIENTO,8,10,1
ASIGNAR,0,0,1
ASINTIO,0,2,0
ASISTIA,0,1,0
ASISTIO,0,1,0
ASISTIR,1,3,1
ASOCIAR,0,0,1
ASOMABA,2,0,0
ASOMADO,0,1,1
ASOMBRA,0,0,1
ASOMBRO,7,7,23
ASPECTO,2,16,8
ASPERAS,1,0,0
ASPIRAN,0,1,0
ASTUCIA,0,5,1
ASTUTAS,0,1,0
ASTUTOS,1,0,0
ASUNTOS,2,13,8
ASUSTAR,1,1,1
ATACADA,0,1,0
ATALAYA,0,1,0
ATAQUES,0,1,0
ATENDIA,1,0,0
ATENTAR,0,1,0
ATENTOS,1,0,0
ATENUAR,0,0,1
ATESORA,0,1,0
ATIENDE,0,0,2
ATIENDO,0,1,0
ATIZADO,1,0,0
ATRAIAN,1,0,0
ATRAIDO,1,0,0
ATRAPAR,2,2,0
ATREVES,0,0,2
ATREVIA,2,1,0
ATREVIO,1,4,1
ATROCES,1,1,0
ATTACHE,1,0,0
AUDACES,2,2,0
AUDACIA,1,4,0
AUGUSTA,0,1,0
AULLABA,1,0,0
AUMENTA,0,0,1
AUMENTO,3,1,0
AURORAS,0,0,1
AUSENTE,0,0,4
AUSENTO,0,0,4
AUSTERA,1,0,0
AUTORES,0,1,4
AUXILIO,3,6,1
AVANZAR,0,3,0
AVANZAS,0,1,0
AVISABA,1,0,0
AVISADO,1,2,2
AVISARA,0,1,0
AVISARE,0,1,1
AVISTAR,0,0,1
AYUDABA,4,0,0
AYUDADO,0,1,0
AYUDASE,0,0,1
AZAFRAN,0,0,1
AZOTADA,0,0,1
AZOTADO,1,0,0
AZULADA,1,1,0
AZULADO,0,2,0
AZUZABA,0,1,0
AÑADIDO,0,0,1
BABUCHA,0,0,2
BAIBARS,0,0,1
BAJABAN,1,1,0
BAJAMOS,0,1,0
BAJANDO,0,1,1
BAJARON,0,0,4
BAJASEN,1,0,0
BALLENA,0,0,1
BANANAS,0,0,1
BANASTA,1,0,4
BANDEJA,0,0,8
BANDERA,0,1,0
BANDIDO,0,3,0
BARAMKA,0,0,2
BARANDA,0,1,0
BARBARA,0,1,0
BARBARO,1,1,1
BARBERO,0,1,0
BARKHIA,0,0,1
BARONET,0,2,0
BARRACA,14,0,2
BARRIDO,1,1,2
BARRIGA,0,1,0
BARRIOS,0,2,0
BASELGA,0,207,0
BASSORA,0,0,1
BASTABA,3,0,1
BASTADO,0,1,1
BASTERA,0,1,0
BATALLA,1,3,2
BATIRME,0,1,0
BATIRSE,0,2,0
BATISTE,2,0,0
BAUTIZA,1,0,0
BAUTIZO,1,0,0
BAÑARSE,0,0,1
BAÑARTE,0,0,1
BEBIDAS,4,0,7
BEBIMOS,0,0,4
BECERRO,0,0,3
BEDUINO,1,0,1
BELLEZA,7,7,9
BENAMOR,0,0,2
BENDIGA,0,0,2
BENDIGO,0,0,1
BENDITA,0,0,1
BENDITO,1,1,2
BERGSON,0,0,1
BERLINA,0,1,0
BESABAN,0,0,1
BESANDO,0,0,2
BESARLE,1,0,0
BESARME,0,0,1
BESARON,1,0,2
BESTIAS,3,1,0
BIBLICA,1,1,0
BICHERO,2,0,0
BIGOTES,0,3,1
BILLETE,3,0,0
BIZARRO,1,0,0
BLANCAS,6,1,1
BLANCOS,4,0,4
BLONDAS,1,0,0
BLOQUEO,0,1,0
BODEGAS,0,1,0
BOFETON,0,1,0
BOHEMIA,1,0,0
BOHEMIO,1,0,0
BOLITAS,0,1,0
BONITAS,0,1,0
BORDADA,0,0,2
BORDADO,0,0,2
BORDETA,1,0,0
BORRADO,1,1,0
BORRICO,0,1,3
BOSQUES,0,1,0
BOSSUET,0,1,0
BOSTEZO,1,1,0
BOTALON,1,0,0
BOTELLA,4,0,0
BOTICAS,1,0,0
BOTONES,2,1,0
BOURGES,0,0,1
BOURGET,0,0,1
BRASERO,1,6,0
BRAVURA,0,1,0
BREBAJE,1,0,0
BRECHAS,0,1,0
BRESLAU,0,0,1
BRILLAN,0,1,0
BRILLAR,0,2,1
BRINCAR,0,0,1
BRIOSOS,1,0,0
BROCADO,0,0,3
BROCHAS,0,1,0
BROTABA,0,0,2
BROTADO,0,0,1
BRUSCOS,0,1,0
BUFALOS,0,0,1
BUFANDO,1,0,0
BURGUES,1,0,0
BURLABA,2,3,0
BURLESE,0,1,0
BURLONA,1,3,0
BUSCABA,6,4,0
BUSCARA,0,0,1
BUSCARE,0,1,0
BUSCASE,1,0,0
BUSQUES,0,0,1
BUTACAS,2,0,0
BÜCHNER,0,0,1
CABALLO,2,2,18
CABAÑAL,3,0,0
CABELLO,0,3,5
CABEZAS,2,2,2
CABRERA,0,1,0
CACERIA,0,0,2
CADALSO,0,2,0
CADAVER,3,4,1
CADENAS,1,2,1
CADERAS,1,0,1
CAERIAN,0,1,0
CAJONES,1,0,0
CALADOS,0,0,1
CALAFIA,0,0,1
CALCULA,1,0,0
CALCULE,0,2,0
CALCUTA,0,0,2
CALDERA,1,0,0
CALDERO,2,0,1
CALETRE,1,0,0
CALIDAD,0,2,5
CALIFAS,0,0,2
CALLABA,1,0,0
CALLADA,0,1,0
CALLADO,1,1,0
CALLATE,0,1,0
CALLEJA,0,1,2
CALLOSA,2,0,0
CALMADO,0,0,1
CALORES,0,1,0
CAMARAS,0,1,0
CAMARIN,0,0,1
CAMBIAN,0,0,1
CAMBIAR,1,2,1
CAMELLO,0,0,1
CAMINAR,0,0,2
CAMINOS,3,0,1
CAMPANA,1,1,0
CAMPAÑA,1,5,0
CAMPEON,0,4,0
CANALLA,0,6,0
CANCION,0,1,2
CANSADA,2,2,1
CANSADO,1,1,3
CANTABA,2,1,1
CANTADA,1,0,0
CANTARO,0,0,1
CAPACES,1,2,2
CAPAZOS,1,0,0
CAPITAL,0,9,6
CAPITAN,12,22,15
CAPOTES,0,1,0
CARECEN,0,2,0
CARECER,0,1,1
CARECIA,1,0,1
CAREZCO,0,1,0
CARGABA,0,0,1
CARGADA,1,2,1
CARGADO,2,0,2
CARGUES,0,0,1
CARICIA,3,2,0
CARIDAD,2,1,0
CARITAS,1,0,0
CARMESI,0,0,1
CARNERO,0,0,7
CARNOSO,1,0,0
CARPETA,0,1,0
CARRERA,3,2,0
CARRETA,1,0,0
CARROZA,0,1,0
CARTERA,0,1,0
CARTETA,1,0,0
CARTONE,0,0,1
CASACAS,0,2,0
CASADOS,2,0,0
CASAMOS,0,0,1
CASARME,0,1,0
CASARON,1,1,1
CASARSE,4,2,2
CASARTE,0,0,1
CASCADO,0,1,0
CASERON,1,10,0
CASITAS,2,0,0
CASTIGO,0,3,7
CASTRAR,0,0,1
CASUCHA,2,0,0
CATORCE,6,0,0
CAUCASO,0,0,2
CAUSABA,0,13,0
CAUSADO,0,3,1
CAUSAIS,0,1,0
CAUSARA,0,1,0
CAUTELA,0,3,0
CAUTIVA,0,0,1
CAVARON,0,0,1
CAVERNA,0,1,1
CAYENDO,3,0,1
CAYERAN,0,2,0
CAYERAS,0,1,0
CAYERON,1,1,3
CAYESEN,2,0,1
CAYESES,0,0,1
CAZANDO,1,0,0
CAZUELA,2,0,0
CAÑARES,2,0,0
CAÑONES,3,10,0
CEBOLLA,2,0,0
CEGARON,1,0,1
CEGUERA,2,0,1
CELEBRA,0,0,1
CELEBRE,1,8,1
CELEBRO,0,1,0
CELESTE,0,1,0
CELOSIA,1,0,0
CENAMOS,0,0,1
CENIZAS,0,1,3
CENTIMO,1,0,0
CERCADO,1,0,0
CERCANA,0,3,0
CERCANO,1,2,1
CEREBRO,4,14,1
CERRABA,2,0,0
CERRADA,2,5,3
CERRADO,3,3,1
CERRAJA,1,2,0
CERROJO,1,0,0
CERTERO,1,1,0
CERTEZA,0,7,1
CESAMOS,0,0,1
CESARON,0,0,3
CEÑIRSE,0,0,1
CEÑUDOS,0,1,0
CHANTRE,1,0,0
CHANZAS,0,0,1
CHARLAR,0,1,0
CHEITAN,0,0,2
CHILLAR,0,0,1
CHISMES,0,1,0
CHISPAS,12,0,2
CHOQUES,1,0,0
CHORROS,0,1,0
CHUPABA,1,0,0
CHUSCOS,0,1,0
CICERON,0,0,1
CIENCIA,0,1,13
CIENTOS,0,1,0
CIERTAS,3,10,1
CIERTOS,2,10,0
CIFRABA,0,1,0
CIGARRO,3,0,0
CINCELO,0,0,1
CINTURA,3,2,0
CIRCULA,0,0,1
CIRCULO,3,0,3
CITANDO,0,1,0
CITARLO,0,1,0
CIVICAS,0,1,0
CLASICA,0,1,1
CLAUDIO,0,91,0
CLERIGO,0,3,0
COBARDE,2,3,1
COBRARE,0,0,1
COBRIZA,1,0,0
COBRIZO,1,0,0
COCHERA,3,0,0
COCHERO,7,1,0
COCIDOS,1,0,0
COCINAS,0,1,0
CODICIA,1,0,0
COGERAN,1,0,0
COGERAS,0,0,1
COGERLA,0,0,1
COGERLO,0,0,1
COGIDOS,2,0,0
COGOLLO,1,0,0
COLCHON,0,0,2
COLEGAS,0,1,0
COLEGIO,0,27,0
COLETEO,1,0,0
COLGABA,0,1,1
COLGADO,0,0,2
COLINAS,0,0,2
COLIRIO,0,0,1
COLMABA,0,0,1
COLMADO,0,1,4
COLMARE,0,0,1
COLOFON,0,1,0
COLOQUE,0,0,1
COLOREO,0,1,0
COLORES,8,1,11
COLOSAL,1,3,0
COLUMNA,0,3,2
COMARCA,0,0,2
COMBATE,0,5,0
COMEDIA,1,4,0
COMEDOR,0,1,0
COMEMOS,1,0,0
COMENCE,2,0,4
COMENZO,7,11,8
COMERIA,1,0,0
COMEROS,0,0,1
COMERSE,1,0,0
COMETAS,0,1,0
COMETER,0,2,2
COMETIA,0,1,0
COMETIO,0,0,1
COMICOS,0,1,0
COMIDAS,0,1,0
COMIERA,1,0,0
COMIMOS,0,0,4
COMPARE,0,0,1
COMPRAR,0,1,10
COMPRAS,3,0,1
COMUNES,0,1,0
CONCEDA,0,3,0
CONCEDE,0,2,0
CONCEDI,0,1,0
CONCEDO,0,0,2
CONCHAS,1,0,0
CONCISO,0,1,0
CONDESA,2,28,0
CONDUCE,0,0,3
CONDUJO,0,0,3
CONFESO,0,1,0
CONFIAN,0,1,0
CONFIAR,0,1,0
CONFIES,0,0,1
CONFUSA,1,3,0
CONFUSO,0,3,1
CONJURO,0,0,12
CONMIGO,0,3,27
CONOCEN,3,2,0
CONOCER,1,12,2
CONOCES,0,2,1
CONOCIA,4,8,4
CONOCIO,2,2,0
CONOZCA,0,1,1
CONOZCO,3,12,1
CONSEJO,3,5,4
CONSIGO,0,0,2
CONSOLA,0,2,0
CONSUME,0,1,0
CONTABA,2,0,0
CONTADO,0,0,3
CONTARA,0,0,1
CONTARE,0,0,8
CONTIGO,1,1,13
CONTUVO,1,0,0
CONVITE,1,0,0
COPIADO,0,0,1
CORAZAS,0,1,1
CORAZON,8,16,52
CORDAJE,2,0,0
CORDIAL,0,0,2
CORDOBA,0,2,0
CORDOVA,0,10,0
CORDURA,0,1,0
CORNEJA,0,0,1
CORNETA,1,0,0
CORNUDO,0,0,1
CORREAS,0,0,1
CORREOS,0,1,1
CORRIAN,4,0,4
CORRIDO,2,0,0
CORTADA,0,1,1
CORTADO,0,1,3
CORTALE,0,0,1
CORTARA,0,0,1
CORTEJO,1,0,0
CORTEZA,1,0,0
CORTIJO,0,1,0
CORTINA,0,6,0
COSERTE,0,0,1
COSIDAS,0,0,1
COSTABA,1,0,0
COSTADO,0,2,2
COSTARA,1,0,1
COVOYES,0,1,0
CREABAN,0,1,0
CREADOR,0,1,4
CREANDO,0,1,0
CREARON,0,0,1
CREARSE,0,1,0
CRECIAN,0,1,0
CRECIDO,0,1,0
CREDITO,0,0,1
CREDULO,0,1,0
CREEDME,0,1,0
CREERAN,1,0,0
CREERIA,0,1,1
CREERLA,1,1,0
CREERLO,2,1,1
CREERME,0,1,0
CREERSE,0,2,0
CREIAME,0,0,1
CREIASE,0,1,0
CREIMOS,0,0,1
CREYERA,0,1,0
CRIADAS,1,0,0
CRIADOS,1,6,0
CRIANZA,0,0,1
CRIARSE,0,0,1
CRIBADA,0,0,2
CRIOLLA,0,1,0
CRIOLLO,0,1,0
CRISTAL,2,1,2
CRITICA,0,0,5
CRITICO,0,0,1
CRONICA,0,1,0
CRUCERO,2,0,0
CRUELES,4,4,4
CRUJIAN,1,0,0
CRUJIDO,1,0,0
CRUZABA,1,0,0
CRUZADO,1,2,0
CUADRAS,1,0,0
CUADROS,0,2,1
CUANTAS,5,4,5
CUANTIA,0,0,1
CUANTOS,11,17,8
CUARTEL,0,2,0
CUARTOS,0,1,1
CUBRIAN,1,1,0
CUELLOS,1,0,1
CUENTAS,3,3,1
CUENTES,0,0,3
CUENTOS,2,1,27
CUERDAS,3,0,1
CUERNOS,0,0,1
CUERPOS,2,5,0
CUERVOS,1,0,0
CUESTAN,1,0,0
CUIDABA,0,3,0
CUIDADO,6,3,6
CULEBRA,0,0,4
CULTIVO,1,0,0
CULTURA,0,1,2
CUMPLAN,0,0,1
CUMPLES,0,0,4
CUMPLIA,1,0,0
CUMPLID,0,2,0
CUMPLIR,2,16,5
CURARAS,0,0,1
CURARLA,0,0,2
CURARSE,0,1,0
CURIOSA,1,0,0
CURIOSO,0,2,1
CURVADA,1,0,0
CUÑADOS,0,0,1
DAMASCO,0,0,5
DANDOLE,1,3,1
DANDOME,1,1,3
DANDOSE,0,2,0
DATILES,0,0,3
DAÑINOS,0,1,0
DEBEMOS,0,3,4
DEBERES,1,8,2
DEBERSE,1,0,0
DEBIERA,0,1,0
DEBILES,2,1,1
DECAIDA,0,1,0
DECAIDO,1,0,0
DECENTE,2,0,0
DECIDIA,1,0,0
DECIDIO,0,6,1
DECIDIR,0,2,0
DECIDME,0,1,0
DECIRLA,1,0,0
DECIRLE,3,5,2
DECIRLO,0,1,0
DECIRME,0,3,1
DECIROS,0,0,1
DECIRSE,1,1,1
DECIRTE,0,0,1
DECLARE,0,1,1
DECLARO,1,1,0
DECRETA,0,0,1
DEDICAR,0,1,0
DEDILLO,0,1,0
DEFECTO,0,7,0
DEFENSA,3,12,1
DEFINIO,0,1,0
DEFORME,0,0,1
DEGOLLO,0,1,0
DEJABAN,2,3,0
DEJAMOS,0,1,2
DEJANDO,2,11,3
DEJARAS,0,0,2
DEJARIA,0,0,1
DEJARLO,0,2,0
DEJARME,0,2,0
DEJARON,1,0,3
DEJARSE,4,2,0
DEJASEN,1,0,0
DEJASTE,0,0,2
DEJEMOS,0,1,1
DELANTE,4,6,17
DELATEN,0,1,0
DELEITA,0,0,1
DELGADA,3,0,0
DELICIA,0,2,3
DELIRAR,0,1,0
DELIRIO,1,4,0
DELITOS,0,2,0
DEMANDA,0,1,2
DEMONIO,5,2,0
DEPENDE,0,1,2
DERECHA,0,1,5
DERECHO,5,8,5
DERRAMA,0,2,0
DERRAME,0,0,1
DERRAMO,0,0,2
DERRIBE,0,0,1
DERRIBO,1,0,2
DERROTA,0,1,2
DESCOCO,0,1,0
DESEABA,4,7,5
DESEADA,0,1,0
DESEADO,0,1,0
DESEOSA,0,1,0
DESEOSO,0,2,0
DESFILE,0,2,1
DESHACE,1,0,0
DESIGNA,0,1,2
DESISTA,0,1,0
DESLIZO,1,0,0
DESMAYE,0,0,2
DESMAYO,2,0,5
DESNUDA,0,0,11
DESNUDE,0,0,1
DESNUDO,1,2,8
DESPEDI,1,0,0
DESPEGO,0,2,0
DESPOJA,0,1,0
DESPOJO,1,0,2
DESPUES,38,86,218
DESTINA,0,1,0
DESTINO,1,2,24
DESVIAR,0,0,2
DETALLE,0,3,0
DETENER,1,1,0
DETENIA,0,1,0
DETESTO,0,0,3
DETIENE,1,0,1
DEVOLVI,0,0,1
DEVORAR,1,1,1
DEVOTAS,0,3,0
DEVOTOS,0,6,0
DIABLOS,1,3,0
DIARIAS,0,1,0
DICHOSA,0,0,2
DICHOSO,0,1,1
DICKENS,0,0,1
DIENTES,2,2,5
DIESTRA,0,4,0
DIFICIL,1,5,2
DIFUNTA,1,1,2
DIFUNTO,0,1,0
DIGAMOS,0,1,0
DIJERAN,1,0,0
DIJERON,1,0,35
DIJESEN,1,0,0
DIJIMOS,0,0,4
DILUVIO,0,3,0
DIMITIR,1,0,0
DINARES,0,0,23
DIRECTA,0,1,4
DIREMOS,0,1,0
DIRIGEN,0,1,0
DIRIGES,0,0,1
DIRIGIA,2,6,2
DIRIGIO,1,4,13
DIRIGIR,0,5,2
DISIPAR,0,1,0
DISPARA,0,0,1
DISPARE,0,0,1
DISPARO,2,1,0
DISPONE,0,0,2
DISPUSE,0,0,3
DISPUSO,0,0,14
DISPUTA,1,0,0
DISTRAE,0,1,0
DIVERSO,0,1,0
DIVIDIR,0,0,1
DIVINAS,0,1,0
DIVISAS,0,0,1
DJANHAR,0,0,1
DJILIAD,0,0,1
DOBLABA,0,2,0
DOCENAS,0,1,0
DOLORES,2,2,3
DOMADOR,1,0,0
DOMINAR,1,3,1
DOMINEN,0,1,0
DOMINGO,3,0,0
DOMINIO,0,1,2
DORADAS,1,1,0
DORADOS,0,2,0
DORMIAN,3,1,0
DORMIDA,0,0,2
DORMIDO,3,1,4
DORMIRA,0,1,0
DORMIRE,1,0,0
DUDANDO,0,2,0
DUENDES,1,0,0
DULZURA,1,2,5
DUQUESA,0,36,0
DURABAN,1,0,0
DURANTE,5,17,46
DURARAN,0,0,2
ECHABAN,1,1,0
ECHAMOS,0,0,2
ECHANDO,4,1,2
ECHARLA,2,0,0
ECHARLE,0,1,1
ECHARON,0,0,8
ECHARRI,0,5,0
ECHARSE,1,0,2
ECHARTE,0,0,2
EDICION,0,1,9
EDUCADA,1,0,0
EDUQUEN,0,1,0
EFECTOS,1,1,7
EFUSION,1,0,1
EGOISMO,2,1,0
EGOISTA,2,0,0
EJECUTO,0,0,1
EJEMPLO,1,1,6
EJERCER,0,3,1
EJERCIA,1,0,0
ELEGIDO,0,0,1
ELEVADA,0,0,2
ELEVADO,0,0,2
ELEVOSE,0,1,0
ELOGIOS,0,2,1
EMBARGO,6,10,9
EMBATES,0,0,1
EMOCION,4,3,7
EMPAQUE,0,2,0
EMPEZAD,0,0,1
EMPIECE,0,1,0
EMPIEZA,0,1,5
EMPLEAR,0,1,0
EMPLEOS,0,0,2
EMPRESA,0,6,3
EMPUJON,1,1,0
EMPUÑAR,0,1,0
ENAGUAS,1,0,0
ENAMORA,0,1,0
ENAMORO,0,1,1
ENCANTE,0,0,1
ENCANTO,2,1,3
ENCARGA,0,1,1
ENCARGO,1,5,1
ENCERRO,1,1,2
ENCOGIA,1,0,0
ENCUBRO,0,1,0
ENEMIGA,0,1,0
ENEMIGO,8,9,10
ENERGIA,1,5,0
ENFASIS,1,1,0
ENFERMA,9,1,5
ENFERMO,5,1,3
ENGAÑAR,0,1,0
ENGAÑAS,1,0,0
ENGAÑOS,0,2,0
ENOJADA,0,1,0
ENOJOSA,0,1,0
ENOJOSO,0,1,0
ENORMES,6,4,4
ENREDOS,0,1,0
ENRIQUE,0,2,0
ENSALMO,0,1,0
ENSARTO,1,0,0
ENSEÑAN,0,1,0
ENSEÑAR,2,0,0
ENSUCIO,1,0,0
ENSUEÑO,1,1,0
ENTENDI,0,0,1
ENTERAN,0,0,1
ENTERAS,3,1,0
ENTEROS,3,0,0
ENTERRE,0,0,2
ENTRABA,4,3,0
ENTRADA,1,8,3
ENTRADO,4,4,7
ENTREGA,0,1,0
ENTREGO,1,3,9
ENUMERO,0,0,1
ENVIABA,3,4,0
ENVIADO,0,4,3
ENVIARA,0,0,1
ENVIDIA,2,0,3
ENVIEIS,0,1,0
ENVOLVI,0,0,1
EPILOGO,0,0,1
EPOPEYA,0,1,0
EQUIPOS,0,0,1
ERCILLA,0,1,0
ERGUIDA,2,1,0
ERIZABA,1,0,0
ERIZADA,0,1,0
ERNESTO,0,0,1
EROTICA,0,0,1
EROTICO,0,0,2
ERRANTE,1,0,0
ERRORES,0,2,0
ERUCTOS,1,0,0
ESBELTA,5,0,1
ESBELTO,1,0,3
ESCALON,1,0,0
ESCAMAS,2,0,0
ESCAPAN,0,1,0
ESCAPAR,1,3,1
ESCASAS,0,2,0
ESCASEZ,0,1,0
ESCASOS,0,0,1
ESCENAS,1,2,6
ESCLAVA,0,3,15
ESCLAVO,1,7,10
ESCOBAS,3,0,0
ESCOGEN,0,1,0
ESCOGER,2,0,2
ESCOGIO,1,1,0
ESCOJAS,0,0,1
ESCONDI,0,0,2
ESCRIBA,0,1,1
ESCRIBE,0,1,1
ESCRIBI,0,0,2
ESCRITA,0,1,4
ESCRITO,0,12,16
ESCUCHA,0,0,1
ESCUCHO,2,2,3
ESCUDOS,0,1,0
ESCUELA,0,4,1
ESCUETA,1,0,0
ESCUPEN,1,0,0
ESCUPIA,1,0,0
ESCUPIO,0,0,1
ESENCIA,0,0,1
ESFERAS,0,1,0
ESPACIO,6,4,3
ESPADAS,0,4,0
ESPALDA,5,3,4
